participant id,event date,event name,event type,time,category
2207,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:46:58,m30-34
2207,2014-09-28,marathon oasis rock ‘n’ roll de montréal,demi-marathon,02:00:52,m30-34
2207,2014-09-13,cyclo la quebecoise,150 km,05:32:46,m30-34
2207,2014-08-10,granfondo garneau-cascades,gran fondo,04:40:42,m30-39
2207,2014-08-10,granfondo garneau-cascades,king of the mountain,00:03:15,m30-39
2207,2014-04-27,banque scotia 21km et 5km,21 km,01:52:45,m25-29
2207,2013-09-14,cyclo la* montrealaise,90 km,03:32:30,m18-29
2208,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:23:55,f18-24
2208,2014-06-28,demi marathon de sherbrooke,demi-marathon,01:58:55,f20-29
2209,2015-09-06,30 km sur les rives de boucherville,10 km,00:49:12,f50-59
2209,2015-02-22,demi-marathon des glaces,demi-marathon,02:11:27,f50-59
2209,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:26:05,f50-54
2209,2014-08-24,demi-marathon bonneville de lachine,demi-marathon,01:55:20,f50-59
2209,2014-08-03,défi boréal sainte-anne-de-bellevue,20 km,01:52:14,f50-59
2209,2014-07-06,triathlon saint lambert,5k,00:25:02,f50-59
2209,2014-07-02,coupe dix30,5 km,00:24:58,f50-59
2209,2014-05-04,coupe dix30,10 km,00:54:00,f50-59
2209,2014-02-16,demi marathon hypothermique,demi-marathon,02:29:50,f50-59
2209,2013-08-25,marathon des deux rives lévis-québec,demi-marathon,01:55:16,f50-59
2209,2013-05-26,ottawa race weekend,ottawa marathon,-1,f50-54
2209,2012-09-09,demi-marathon granby,demi marathon,01:50:58,f50-59
2209,2012-08-26,marathon des deux rives lévis-québec,marathon,04:44:46,f50-59
2209,2012-07-14,demi-marathon marcel jobin,21 km,01:58:40,f50-59
2209,2012-06-02,course des iles,21 km,01:55:48,f50-59
2209,2012-04-29,banque scotia 21km et 5km,21.1 km,01:59:54,f50-54
2210,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,01:38:19,m45-49
2210,2013-11-02,heather saaltink memorial run,5k run,00:20:53,m 40-49
2210,2013-05-26,ottawa race weekend,ottawa marathon,-1,m40-44
2210,2013-05-12,au rythme de nos foulées châteauguay,demi-marathon,01:33:58,m40-49
2210,2012-05-13,au rythme de nos foulées châteauguay,demi-marathon,01:36:12,m40-49
2210,2012-04-28,run to end ms half-marathon. 5km and 10km,half marathon,01:39:37,m40-49
2211,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:54:37,m40-44
2211,2014-09-13,cyclo la quebecoise,93 km,03:31:16,m40-44
2211,2013-08-11,granfondo garneau-cascades,110 km,03:21:49,m40-49
2211,2013-07-28,triathlon charlevoix,triathlon olympique individuel,02:56:16,m40-49
2211,2012-08-12,granfondo garneau-cascades,110km,03:45:40,m31-40
2212,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,06:05:38,f18-24
2213,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,06:33:46,m55-59
2214,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:00:25,m30-34
2215,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,-1,m30-34
2216,2012-09-23,marathon oasis de montreal,marathon,03:41:17,m30-34
2217,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:18:39,m60-64
2218,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,03:43:42,m25-29
2218,2014-05-25,tamarack ottawa race weekend,scotiabank ottawa marathon,-1,m25-29
2218,2014-05-04,coupe dix30,10 km,00:36:38,m20-29
2218,2014-04-27,banque scotia 21km et 5km,21 km,01:21:20,m25-29
2219,2015-04-26,banque scotia 21k de montreal,demi marathon,02:09:13,m50-54
2219,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,-1,m50-54
2219,2013-09-22,marathon oasis de montreal,demi-marathon,02:07:02,m50-54
2219,2013-05-26,ottawa race weekend,ottawa marathon,-1,m50-54
2220,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:35:12,m25-29
2221,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,01:49:00,m50-54
2221,2014-09-21,la grande vadrouille,10 km,00:47:31,m50-59
2221,2013-10-13,le cross des couleurs,11 km,01:00:13,m40-49
2221,2013-09-22,marathon oasis de montreal,marathon,04:01:05,m45-49
2221,2013-09-15,la grande vadrouille,10km,00:58:38,m40-49
2221,2012-09-16,la grande vadrouille,10 km,00:48:15,m40-49
2222,2016-06-27,ironman 70.3 mont-tremblant,individuel,05:31:59,m35-39
2222,2015-08-02,triathlon ste-agathe,duathlon sprint,01:23:23,m35-39
2222,2013-09-22,marathon oasis de montreal,marathon,03:52:32,m30-34
2223,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:03:54,m30-34
2223,2013-09-22,marathon oasis de montreal,demi-marathon,01:49:55,m25-29
2224,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,03:47:03,m25-29
2225,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:03:20,m18-24
2226,2012-09-23,marathon oasis de montreal,marathon,04:03:09,m45-49
2227,2016-06-27,ironman 70.3 mont-tremblant,individuel,05:01:57,m30-34
2227,2014-08-17,ironman 70.3 timberman,ironman 70.3,04:53:33,m30-34
2227,2014-06-22,ironman mont-tremblant 70.3,overall,04:56:29,m30-34
2227,2014-06-08,triathlon / duathlon mont-tremblant,triathlon sprint,01:16:43,m30-39
2227,2014-03-30,course et marche populaires de lasalle,10 km,00:41:07,m30-39
2227,2013-09-22,marathon oasis de montreal,marathon,03:14:45,m25-29
2227,2013-08-25,marathon des deux rives lévis-québec,demi-marathon,01:29:44,m20-29
2227,2013-06-16,tour du lac brome,10 km route,00:50:58,m20-29
2227,2012-09-08,triathlon esprit de montreal,triathlon olympique,02:21:47,m25-29
2227,2012-07-22,triathlon trimemphre de magog,triathlon olympique,02:33:53,m25-29
2227,2012-06-24,ironman mont-tremblant 70.3,overall 70.3,05:12:00,m25-29
2227,2012-04-22,course saint-laurent,10 km,00:39:38,m20-29
2228,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,02:38:23,m30-34
2229,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,06:05:13,m40-44
2230,2012-09-23,marathon oasis de montreal,marathon,03:58:18,m30-34
2231,2016-08-28,marathon ssq lévis-québec,marathon,-1,m40-44
2231,2016-05-29,tamarack ottawa race weekend,ottawa marathon,-1,m40-44
2231,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:57:00,m40-44
2232,2015-09-20,marathon oasis rock 'n' roll de montreal,5 km,00:32:19,f25-29
2233,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:11:43,f30-34
2234,2013-10-27,niagara falls international marathon,marathon,04:40:26,m45-49
2234,2012-09-23,marathon oasis de montreal,marathon,04:41:42,m40-44
2235,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:44:20,m30-34
2236,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:45:52,m50-54
2237,2013-09-22,marathon oasis de montreal,marathon,05:10:29,m18-24
2237,2013-03-24,course et marche populaires de lasalle,10 km,00:49:11,m16-17
2238,2015-09-20,marathon oasis rock 'n' roll de montreal,5 km,00:42:24,f35-39
2239,2016-04-30,marathon des érables,demi-marathon,01:21:32,m20-29
2239,2016-03-20,course et marche populaires de lasalle,10 km,00:36:28,m20-29
2239,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:50:09,m25-29
2240,2013-09-22,marathon oasis de montreal,marathon,04:11:18,m25-29
2240,2012-09-23,marathon oasis de montreal,demi-marathon,01:56:18,m25-29
2241,2016-08-24,ironman mont-tremblant,overall results,12:58:43,f40-44
2241,2016-06-19,ironman 70.3 syracuse,overall,06:54:52,f40-44
2241,2015-08-16,ironman mont-tremblant,overall,14:16:52,f35-39
2241,2015-06-21,ironman 70.3 mont-tremblant,individuel,05:56:23,f35-39
2241,2015-05-24,tamarack ottawa race weekend,ottawa marathon,-1,f35-39
2241,2015-04-26,banque scotia 21k de montreal,demi marathon,01:41:44,f35-39
2241,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:08:26,f35-39
2241,2014-08-17,ironman 70.3 timberman,ironman 70.3,06:03:25,f35-39
2241,2014-05-03,ironman 70.3 st.george,overall,06:36:15,f35-39
2241,2013-08-18,ironman 70.3 timberman,overall results,06:29:36,f35-39
2241,2013-05-26,ottawa race weekend,ottawa marathon,-1,f35-39
2241,2013-02-17,demi marathon hypothermique,demi-marathon,01:53:01,f30-39
2241,2012-06-24,ironman mont-tremblant 70.3,overall 70.3,06:31:50,f35-39
2241,2012-05-27,ottawa race weekend,half marathon,01:58:18,f35-39
2241,2012-02-18,demi marathon hypothermique,demi marathon,-1,f30-39
2242,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,-1,m30-34
2243,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:10:45,m50-54
2243,2013-09-22,marathon oasis de montreal,marathon,03:56:34,m50-54
2243,2013-05-26,ottawa race weekend,ottawa half-marathon - demi-marathon,-1,m50-54
2243,2012-10-07,ottawa fall colours marathon events,marathon,04:03:29,m50-54
2244,2013-09-22,marathon oasis de montreal,marathon,04:10:22,f25-29
2244,2013-08-18,ironman 70.3 timberman,overall results,05:53:00,f25-29
2245,2015-11-08,demi-marathon des microbrasseries,21 km,02:25:55,f40-49
2245,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,02:51:37,f45-49
2245,2015-05-30,demi-marathon des vignobles,10 km,01:06:35,f40-49
2246,2014-08-17,ironman mont-tremblant,resultats,11:08:22,m18-24
2246,2013-08-18,ironman mont-tremblant,overall results,11:02:44,m18-24
2246,2012-09-23,marathon oasis de montreal,marathon,03:19:31,m18-24
2246,2012-06-24,ironman mont-tremblant 70.3,overall 70.3,05:26:31,m18-24
2247,2013-09-22,marathon oasis de montreal,marathon,03:33:59,m18-24
2248,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:36:29,f25-29
2249,2013-09-22,marathon oasis de montreal,marathon,04:57:39,m35-39
2250,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:02:15,f40-44
2251,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:37:31,m25-29
2252,2012-09-23,marathon oasis de montreal,marathon,03:49:29,m50-54
2253,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:35:23,m40-44
2254,2012-09-23,marathon oasis de montreal,marathon,03:12:11,m30-34
2255,2016-08-14,demi-marathon de mont-tremblant,10 km,00:52:54,m40-49
2255,2016-07-15,demi-marathon de la bande du canal,10 km,-1,m40-49
2255,2016-07-08,le 5 et 10 km du p'tit train du nord,10 km,00:43:00,m40-49
2255,2016-06-05,demi-marathon des vignobles,21 km,01:53:19,m40-49
2255,2016-04-30,marathon des érables,30 km,02:46:54,m40-49
2255,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:21:22,m40-44
2255,2015-04-25,demi-marathon des érables,demi-marathon,01:55:18,m40-49
2256,2013-09-22,marathon oasis de montreal,demi-marathon,02:00:45,f30-34
2256,2012-09-23,marathon oasis de montreal,marathon,04:44:53,f30-34
2256,2012-05-27,ottawa race weekend,half marathon,02:03:57,f30-34
2257,2013-09-22,marathon oasis de montreal,marathon,03:57:38,m30-34
2257,2012-08-12,granfondo garneau-cascades,110km,03:52:13,f31-40
2258,2015-09-20,marathon oasis rock 'n' roll de montreal,10 km,01:08:16,m40-44
2259,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:47:36,f30-34
2259,2015-08-23,demi-marathon bonneville de lachine,21.1 km,01:45:56,f30-39
2260,2014-10-19,scotiabank toronto waterfront marathon,marathon,05:03:55,m55-59
2260,2012-10-14,scotiabank toronto waterfront marathon,marathon,04:43:01,m55-59
2260,2012-10-07,ottawa fall colours marathon events,half marathon,02:02:41,m55-59
2260,2012-09-23,marathon oasis de montreal,marathon,04:35:46,m55-59
2261,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:16:29,f30-34
2262,2016-08-28,marathon ssq lévis-québec,marathon,-1,m45-49
2262,2015-05-24,tamarack ottawa race weekend,ottawa marathon,-1,m45-49
2262,2015-05-03,demi-marathon international oasis de lévis,demi-marathon,-1,m40-49
2262,2014-10-19,defi tour du lac beauport,défi 6 km le coureur nordique,00:26:18,m40-49
2262,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:03:20,m45-49
2262,2014-08-24,marathon ssq lévis-québec,marathon,-1,m40-49
2262,2014-05-25,tamarack ottawa race weekend,scotiabank ottawa marathon,-1,m45-49
2262,2013-08-25,marathon des deux rives lévis-québec,marathon,03:36:59,m40-49
2262,2013-05-05,demi marathon international oasis de levis,demi marathon,01:36:53,m40-49
2262,2012-08-26,marathon des deux rives lévis-québec,marathon,04:06:07,m40-49
2263,2016-07-16,vert le raid - québec méga trail,25 km la vie sportive,03:31:37,f50+
2263,2015-04-25,demi-marathon des érables,30 km,02:55:48,f40-49
2263,2014-05-25,triathlon duathlon d'oka,duathlon,01:44:57,f45-49
2263,2012-09-23,marathon oasis de montreal,marathon,04:34:28,f45-49
2263,2012-06-10,la grande viree des sentiers st-bruno,20 km,01:57:39,f40-49
2264,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:05:00,m30-34
2265,2013-09-22,marathon oasis de montreal,marathon,04:03:03,f45-49
2266,2013-03-24,course et marche populaires de lasalle,10 km,00:50:27,m16-17
2266,2013-02-17,défi hivernal ile bizard,5 km,00:26:38,m16-17
2266,2012-09-23,marathon oasis de montreal,marathon,04:44:01,m18-24
2266,2012-06-17,tour du lac brome,20 km route,02:03:35,m-jun
2266,2012-06-10,la grande viree des sentiers st-bruno,10 km,00:58:38,m-jun
2266,2012-03-25,course et marche populaires de lasalle,10 km,00:53:48,m16-19
2266,2012-02-19,défi hivernal ile bizard,5 km,00:24:06,m16-17
2267,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,07:29:13,f55-59
2268,2013-09-22,marathon oasis de montreal,marathon,05:45:11,m40-44
2268,2013-05-26,ottawa race weekend,ottawa half-marathon - demi-marathon,-1,m35-39
2268,2012-09-23,marathon oasis de montreal,demi-marathon,02:05:54,m35-39
2269,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,02:59:22,m50-54
2269,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,03:14:40,m50-54
2270,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:33:45,m18-24
2270,2015-04-25,demi-marathon des érables,30 km,03:08:00,m20-29
2271,2016-07-09,course d'un soir d' ete de longueuil,10 km,00:46:01,m30-39
2271,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:19:41,m30-34
2272,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:25:17,m35-39
2273,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:17:47,f45-49
2274,2013-09-22,marathon oasis de montreal,marathon,03:52:34,m55-59
2274,2012-09-23,marathon oasis de montreal,marathon,04:16:01,m55-59
2275,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,01:51:38,m45-49
2276,2012-09-23,marathon oasis de montreal,marathon,04:05:13,m40-44
2277,2013-09-22,marathon oasis de montreal,marathon,03:19:31,m30-34
2277,2013-05-26,ottawa race weekend,ottawa marathon,-1,m30-34
2277,2013-05-25,ottawa race weekend,htg sports 5k,00:18:31,m30-34
2277,2013-03-24,around the bay road races,30 km,02:07:22,m30-34
2277,2012-05-27,ottawa race weekend,marathon,02:58:22,m30-34
2277,2012-03-25,around the bay road races,30 km,02:04:14,m30-34
2278,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:27:10,m45-49
2279,2013-09-22,marathon oasis de montreal,marathon,04:50:35,m35-39
2279,2013-06-15,tour du lac brome,22.2 km chemin de campagne,02:27:40,m30-39
2279,2012-09-23,marathon oasis de montreal,demi-marathon,02:07:23,m35-39
2279,2012-06-10,la grande viree des sentiers st-bruno,10 km,00:56:29,m30-39
2279,2012-05-20,coupe dix30 2012,5 km,00:26:26,m30-39
2280,2015-07-25,trimemphré magog,triathlon olympique,02:43:50,m35-39
2280,2015-07-03,le 5 et 10km du ptit train du nord,10 km,00:39:37,m30-39
2280,2015-06-20,5i50 mont-tremblant,5i50 individuel,02:43:24,m30-39
2280,2015-05-24,tamarack ottawa race weekend,ottawa marathon,-1,m30-34
2280,2015-04-26,banque scotia 21k de montreal,demi marathon,01:29:26,m30-34
2280,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:26:59,m30-34
2280,2014-08-24,demi-marathon bonneville de lachine,demi-marathon,01:43:08,m30-39
2281,2013-09-22,marathon oasis de montreal,demi-marathon,01:43:59,m45-49
2281,2013-05-05,demi marathon international oasis de levis,demi marathon,01:40:59,m40-49
2281,2012-09-23,marathon oasis de montreal,marathon,03:50:23,m45-49
2281,2012-06-10,la grande viree des sentiers st-bruno,20 km,01:33:30,m40-49
2281,2012-05-06,demi marathon international de quebec,demi marathon,01:34:31,m40-49
2281,2012-03-25,course et marche populaires de lasalle,10 km,00:43:35,m40-49
2281,2012-02-19,défi hivernal ile bizard,10 km,00:44:56,m40-49
2282,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:14:46,m35-39
2282,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,03:32:10,m30-34
2283,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:01:11,m18-24
2284,2014-09-28,marathon oasis rock ‘n’ roll de montréal,demi-marathon,01:40:47,f25-29
2284,2013-09-22,marathon oasis de montreal,marathon,03:26:22,f25-29
2284,2012-09-23,marathon oasis de montreal,demi-marathon,02:25:44,f25-29
2284,2012-06-30,demi marathon de sherbrooke,demi marathon,01:39:09,f20-29
2285,2013-09-22,marathon oasis de montreal,marathon,04:20:13,m18-24
2285,2013-08-14,le 5km endurance,2 km,00:07:56,m14-15
2285,2013-06-16,tour du lac brome,20 km route,01:45:40,m19-
2285,2013-06-09,la grande viree des sentiers st-bruno,10 km,00:59:46,m-jun
2285,2013-03-24,course et marche populaires de lasalle,10 km,01:18:15,m14-15
2285,2013-02-17,défi hivernal ile bizard,5 km,00:22:04,m14-15
2286,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:43:00,m35-39
2287,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,06:27:37,m30-34
2288,2013-09-22,marathon oasis de montreal,marathon,04:49:16,f35-39
2288,2013-05-26,ottawa race weekend,ottawa half-marathon - demi-marathon,-1,f35-39
2289,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:13:58,f35-39
2289,2014-05-10,course de la fondation hopital saint jerome,10 km,00:53:19,f30-39
2290,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:31:35,m18-24
2291,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:01:52,m30-34
2292,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:13:41,m40-44
2292,2014-09-07,coupe dix30,30 km,02:41:08,m40-49
2292,2014-06-15,tour du lac brome,20 km route,01:37:53,m30-39
2292,2013-06-16,tour du lac brome,10 km route,00:46:32,m30-39
2293,2014-06-15,tour du lac brome,20 km route,01:46:04,f20-29
2293,2014-06-14,tour du lac brome,22.2 km chemin de campagne,02:05:05,f20-29
2293,2013-09-22,marathon oasis de montreal,marathon,03:46:35,f25-29
2293,2012-09-23,marathon oasis de montreal,demi-marathon,01:44:59,f25-29
2294,2016-04-24,banque scotia 21k de montreal,demi marathon,-1,m30-34
2294,2013-09-22,marathon oasis de montreal,marathon,03:42:53,m30-34
2295,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,02:55:11,m25-29
2296,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:03:54,f25-29
2296,2014-05-04,goodlife fitness toronto marathon,half marathon,01:52:30,f25-29
2297,2013-09-22,marathon oasis de montreal,marathon,03:55:28,f35-39
2298,2015-08-30,marathon ssq lévis-québec,marathon,-1,m30-39
